"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover In Rs  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"DIVISLAB","EQ","09-Sep-2025","6,027.50","6,025.00","6,050.00","5,997.50","6,005.00","6,002.50","6,011.26","2,54,569","1,53,02,79,699.00","30,348","1,89,088","74.28"
"DIVISLAB","EQ","10-Sep-2025","6,002.50","6,015.00","6,043.00","5,896.50","6,030.00","6,031.50","5,951.95","8,10,989","4,82,69,67,384.50","49,960","5,50,892","67.93"
"DIVISLAB","EQ","11-Sep-2025","6,031.50","6,035.00","6,075.00","5,996.00","6,025.00","6,015.50","6,021.59","2,58,301","1,55,53,83,195.00","36,263","1,59,799","61.87"
"DIVISLAB","EQ","12-Sep-2025","6,015.50","6,025.00","6,083.50","6,004.00","6,022.00","6,026.50","6,037.90","4,87,571","2,94,39,06,045.50","32,766","3,64,155","74.69"
"DIVISLAB","EQ","15-Sep-2025","6,026.50","6,011.00","6,065.50","5,974.00","6,050.00","6,057.00","6,043.90","1,52,355","92,08,18,176.50","14,919","97,222","63.81"
"DIVISLAB","EQ","16-Sep-2025","6,057.00","6,125.00","6,175.00","6,060.50","6,084.50","6,099.50","6,094.22","2,85,215","1,73,81,63,290.50","30,317","1,47,815","51.83"
"DIVISLAB","EQ","17-Sep-2025","6,099.50","6,089.00","6,138.50","6,037.00","6,054.00","6,051.50","6,084.27","4,13,995","2,51,88,56,597.00","31,526","2,94,905","71.23"
"DIVISLAB","EQ","18-Sep-2025","6,051.50","6,052.00","6,129.50","6,042.00","6,129.00","6,112.00","6,086.93","4,80,382","2,92,40,50,461.50","28,670","3,24,566","67.56"
"DIVISLAB","EQ","19-Sep-2025","6,112.00","6,187.00","6,280.00","6,156.50","6,200.00","6,200.00","6,224.13","7,34,989","4,57,46,67,599.50","58,978","4,02,746","54.80"
"DIVISLAB","EQ","22-Sep-2025","6,200.00","6,200.00","6,201.00","6,081.00","6,092.00","6,092.50","6,118.87","2,90,634","1,77,83,52,544.50","29,937","1,89,231","65.11"
"DIVISLAB","EQ","23-Sep-2025","6,092.50","6,092.50","6,128.00","6,006.50","6,038.50","6,051.00","6,046.45","2,64,356","1,59,84,14,517.50","38,758","1,68,061","63.57"
"DIVISLAB","EQ","24-Sep-2025","6,051.00","6,037.00","6,078.50","5,965.00","5,978.00","5,984.00","6,023.74","2,53,046","1,52,42,82,369.50","30,795","1,29,299","51.10"
"DIVISLAB","EQ","25-Sep-2025","5,984.00","5,985.00","6,011.00","5,885.00","5,914.00","5,897.00","5,932.98","2,10,498","1,24,88,79,492.50","24,786","1,29,247","61.40"
"DIVISLAB","EQ","26-Sep-2025","5,897.00","5,824.00","5,824.00","5,656.50","5,675.00","5,689.50","5,738.98","6,72,699","3,86,06,09,130.50","80,868","4,02,174","59.79"
"DIVISLAB","EQ","29-Sep-2025","5,689.50","5,717.00","5,735.00","5,636.50","5,715.00","5,697.50","5,686.87","4,67,714","2,65,98,30,594.50","54,868","2,91,563","62.34"
"DIVISLAB","EQ","30-Sep-2025","5,697.50","5,713.50","5,736.50","5,665.00","5,692.00","5,689.50","5,700.55","2,81,179","1,60,28,74,776.50","44,769","1,85,929","66.12"
"DIVISLAB","EQ","01-Oct-2025","5,689.50","5,692.50","5,749.50","5,675.00","5,710.50","5,710.00","5,702.60","7,21,666","4,11,53,75,142.50","45,371","5,45,925","75.65"
"DIVISLAB","EQ","03-Oct-2025","5,710.00","5,759.50","5,932.00","5,746.00","5,851.50","5,866.00","5,818.63","6,55,087","3,81,17,07,931.50","50,675","4,05,736","61.94"
"DIVISLAB","EQ","06-Oct-2025","5,866.00","5,885.00","5,898.00","5,802.50","5,816.00","5,826.50","5,840.55","1,96,219","1,14,60,27,480.50","25,613","98,485","50.19"
"DIVISLAB","EQ","07-Oct-2025","5,826.50","5,860.00","6,120.00","5,831.50","6,116.00","6,104.50","6,039.39","10,24,126","6,18,50,91,536.00","69,088","5,33,530","52.10"
"DIVISLAB","EQ","08-Oct-2025","6,104.50","6,115.00","6,267.50","6,104.00","6,106.00","6,120.50","6,193.69","8,74,932","5,41,90,60,698.00","60,850","4,02,327","45.98"
"DIVISLAB","BL","09-Oct-2025","6,835.00","6,120.50","6,120.50","6,120.50","6,120.50","6,120.50","6,120.50","33,108","20,26,37,514.00","1","-","-"
"DIVISLAB","EQ","09-Oct-2025","6,120.50","6,149.00","6,218.50","6,123.50","6,123.50","6,132.00","6,160.57","3,36,390","2,07,23,53,877.00","39,477","1,76,191","52.38"
"DIVISLAB","EQ","10-Oct-2025","6,132.00","6,132.50","6,507.50","6,110.00","6,489.00","6,474.50","6,385.26","16,51,908","10,54,78,56,149.00","1,45,261","7,81,687","47.32"
"DIVISLAB","EQ","13-Oct-2025","6,474.50","6,465.50","6,620.00","6,439.50","6,565.00","6,556.00","6,562.68","9,05,107","5,93,99,29,894.00","77,982","4,88,004","53.92"
"DIVISLAB","EQ","14-Oct-2025","6,556.00","6,570.00","6,585.00","6,495.00","6,550.00","6,561.00","6,550.55","3,21,275","2,10,45,28,653.50","45,278","1,57,885","49.14"
"DIVISLAB","EQ","15-Oct-2025","6,561.00","6,580.00","6,608.50","6,527.00","6,556.00","6,573.00","6,564.26","4,62,127","3,03,35,20,568.00","40,163","2,99,322","64.77"
"DIVISLAB","EQ","16-Oct-2025","6,573.00","6,573.00","6,632.50","6,538.50","6,584.50","6,600.50","6,597.44","3,35,444","2,21,30,70,406.00","30,791","1,83,330","54.65"
"DIVISLAB","EQ","17-Oct-2025","6,600.50","6,580.00","6,647.00","6,556.50","6,620.00","6,621.50","6,610.20","3,02,575","2,00,00,82,349.00","36,676","1,77,202","58.56"
"DIVISLAB","EQ","20-Oct-2025","6,621.50","6,645.00","6,669.00","6,570.50","6,618.00","6,604.00","6,608.51","3,68,513","2,43,53,20,393.00","24,099","2,39,227","64.92"
"DIVISLAB","EQ","21-Oct-2025","6,604.00","6,648.00","6,657.00","6,553.00","6,562.00","6,587.00","6,613.95","32,977","21,81,08,290.00","4,022","9,310","28.23"
